ID,Category,Question,Answer
34,HSA,Em hiện đang học ở trường đại học và muốn dự thi HSA. Vậy em có phải làm thủ tục rút hồ sơ trường đang học hay không?,KHÔNG! Thi HSA và xét tuyển vào các trường đại học là 2 việc tách biệt nhau hoàn toàn. Viện Đào tạo số và Khảo thí chỉ tổ chức thi HSA mà không thực hiện bất kỳ hoạt động nào liên quan đến xét tuyển vào trường đại học. Lời khuyên là em có thể đăng ký thi HSA và sau khi có kết quả trúng tuyển vào trường đại học nào đó thì mới làm thủ tục rút hồ sơ của trường đại học đang học.
35,HSA,Tại sao em hủy ca thi nhưng vẫn hệ thống vẫn báo HẾT CHỖ và em không đăng ký được ca thi?,"Sau khi ca thi bị hủy, hệ thống http://khaothi.vnu.edu.vn/ sẽ tối ưu hóa và chỗ trống KHÔNG XUẤT HIỆN NGAY LẬP TỨC mà sẽ XUẤT HIỆN NGẪU NHIÊN sau một khoảng thời gian xác định. Thí sinh phải đợi khoảng 60 phút mới có thể đăng ký được ca thi khác (nếu còn chỗ trống) nếu hủy ca thi lần thứ nhất, đợi sau 4 ngày nếu hủy ca thi lần thứ 2, đợi sau 7 ngày nếu hủy ca thi lần thứ 3. Thí sinh không thể trao đổi, chuyển nhượng ca thi trong mọi trường hợp, không được  phép triển khai công cụ gian lận đăng ký ca thi. Hãy cân nhắc thật kỹ trước khi thực hiện thao tác hủy ca thi. Lệ phí đã đóng sẽ không được hoàn lại nếu bạn hủy ca thi. Hãy đọc Hướng dẫn đăng ký thi để biết rõ hơn về quy trình đăng ký, hủy ca thi."
36,HSA,Lệ phí thi HSA ?,"Lệ phí đăng ký dự thi và thi HSA 2025 là 600.000 đồng/lượt thi (Sáu trăm ngàn đồng/lượt thi, không bao gồm phí giao dịch ngân hàng và có thể thay đổi cập nhật hằng năm). Lệ phí đã nộp không hoàn lại, kể cả trường hợp thí sinh hủy thi. Thí sinh phải nộp Lệ phí trong 96 giờ 00 kể từ khi hoàn thành đăng ký ca thi. Sau 96 giờ 00 phút ca thi chưa thanh toán sẽ bị hủy tự động. Viện Đào tạo số và Khảo thí không chịu trách nhiệm về các trường hợp nộp lệ phí muộn do sự số mạng internet hay đường truyền giao dịch ngân hàng của tài khoản nộp phí."
37,HSA,Lệ phí đăng ký dự thi HSA là 600.000 đồng nhưng em thực hiện thanh toán bị trừ thêm phần phí giao dịch ngân hàng?,"Lệ phí đăng ký dự thi và thi HSA là đồng/lượt thi (lệ phí đã nộp không hoàn lại) không bao gồm phí giao dịch ngân hàng. Hiện nay có các hình thức nộp lệ phí: 1- qua Apps Viettel (tải apps Viettel về điện thoại và sử dụng), 2- Qua cổng thanh toán Viettel Money. Thí sinh có thể sử dụng tài khoản Viettel Money của người thân (người khác) để nộp lệ phí. Số điện thoại (tài khoản Viettel Money) nộp lệ phí không bắt buộc là số điện thoại của thí sinh.Chi tiết xem thêm tại http://khaothi.vnu.edu.vn/huong-dan/nop-le-phi."
38,HSA,Em phải nộp lệ phí ngay sau khi đăng ký ca thi?,"Sau 02 giờ kể từ khi đăng ký ca thi thành công, hệ thống cho phép thí sinh nộp lệ phí trực tuyến trong khoảng thời gian 96 giờ 00 phút (04 ngày) kể từ khi đăng ký ca thi thành công. Nếu không nộp lệ phí trong 96 giờ 00, ca thi đã đăng ký sẽ bị hủy tự động. Thí sinh không nên đợi đến gần hết thời gian 96 giờ 00 mới nộp lệ phí vì có thể xảy ra trường hợp nộp lệ phí trước vài giây nhưng do lỗi đường truyền mạng mà hệ thống không ghi nhận nộp lệ phí thành công và cũng không ghi nhận nếu nộp lệ phí sau 96 giờ 00 phút. Viện Đào tạo số và Khảo thí không chịu trách nhiệm nếu đường truyền mạng internet của thí sinh trục trặc khi nộp lệ phí. Hệ thống đăng ký sẽ tự động xóa ca thi dù chỉ muộn 1/60 giây. Nếu thí sinh không muốn ca thi có thể chọn HỦY ca thi và đăng ký ca thi khác (nếu còn chỗ trống) hoặc không tham gia thi HSA."
39,HSA,Em đã nộp lệ phí thành công (tài khoản Viettel đã trừ kinh phí) nhưng vẫn chưa hiển thị ĐÃ THANH TOÁN ở mục 3 - Lệ phí trong tài khoản thi HSA?,"Nếu bạn đã nộp lệ phí thành công (tài khoản Viettel) nhưng vẫn CHƯA hiển thị đã thanh toán ở mục 2 - Danh sách đăng ký sau 24 giờ, bạn hãy gửi minh chứng đã nộp lệ phí (ảnh chụp tin nhắn giao dịch thành công..) và số CCCD của bạn về địa chỉ khaothi@vnu.edu.vn với tiêu đề: Kiểm tra nộp lệ phí. Sau 24 giờ bạn đăng nhập kiểm tra trạng thái Thanh toán. Lưu ý: Thí sinh có thể dùng tài khoản Viettel Money của người khác để nộp lệ phí."
40,HSA,Em nộp lệ phí bằng cách quét mã QR Code nhưng không hiển thị thông tin nên không thể nộp lệ phí?,Các trường hợp lỗi quét mã QR code mà không hiển thị do khi lấy mã QR xong thí sinh không thanh toán ngay mà lại tắt đi rồi mới vào thanh toán lại sẽ bị lỗi. Hướng xử lý: Thực hiện lại thao tác THANH TOÁN để lấy lại mã QR khác rồi thanh toán ngay. Lưu ý: Thí sinh có thể dùng tài khoản Viettel Money của người khác để nộp lệ phí.
41,HSA,Em đã đăng ký ca thi (và nộp lệ phí) nhưng không nhận được email (đăng ký ca thi hoặc email nộp lệ phí) từ hệ thống?,"Thông thường, sau khi đăng ký ca thi hoặc nộp lệ phí thành công, hệ thống sẽ gửi email tương ứng (đăng ký ca thi hoặc email nộp lệ phí). Thí sinh hãy kiểm tra lại Hộp thư (Inbox), Thư rác (Spam) hoặc các hộp khác. Trường hợp không nhận được email cũng không cần lo lắng vì mọi thông tin của ca thi đều được cập nhật trên tài khoản thi HSA và email sẽ xếp hàng gửi lần lượt thời gian tới. Thí sinh hãy đăng nhập vào tài khoản thi mục 3 - Danh sách đăng ký để kiểm tra các thông tin. Nếu hiển thị ĐÃ THANH TOÁN thì việc nộp lệ phí đã thành công mà không cần quan tâm đến email nộp lệ phí. Ca thi của bạn đã đảm bảo, bạn hãy ôn tập thật tốt để sẵn sàng cho ngày thi. Trước ngày thi, đơn vị tổ chức sẽ gửi email và thông báo cho thí sinh số báo danh của đợt thi. Thí sinh tra cứu số báo danh ở mục 3 - Danh sách đăng ký trong tài khoản trước 07 ngày thi."
42,HSA,Em đăng ký ca thi thành công và đã nộp lệ phí nhưng ngày thi bị trùng lịch thi học kỳ. Nếu em hủy ca thi có được hoàn lại lệ phí hay không?,"Theo Quy chế thi Đánh giá năng lực của ĐHQGHN, thí sinh đã nộp lệ phí sẽ không được hoàn lại với bất kỳ lí do gì. Em hãy cân nhắc chọn ca thi trước khi nộp lệ phí."
43,HSA,Em không nhận được email thông báo Phiếu báo dự thi nên không biết số báo danh của em là bao nhiêu?,"Hệ thống https://hsa.edu.vn kiểm soát rất chặt chẽ việc gửi email. Hệ thống kiểm tra địa chỉ email, lưu lại thời gian gửi email cho thí sinh. Thí sinh hãy kiểm tra lại Hộp thư (Inbox), Thư rác (Spam) hay Thư quan trọng (Important). Trường hợp không nhận được email thông báo hoặc đã bạn xóa email nhận được cũng không cần quá lo lắng, hãy đăng nhập tài khoản tại https://hsa.edu.vn, vào mục Danh sách đăng ký (mục 2) sẽ có đầy đủ thông tin về phòng thi, số báo danh, thời gian thi, địa điểm thi. Hãy dự thi theo thời gian và số báo danh của đợt thi tương ứng. Thí sinh nên xem hướng dẫn thủ tục thi HSA tại https://hsa.edu.vn/lich-thi/thu-tuc-du-thi"
44,HSA,In Phiếu báo dự thi như thế nào và có cần in Phiếu báo dự thi hay không?,Thí sinh chỉ cần nhớ số báo danh và (bắt buộc phải) mang theo CCCD là có thể dự thi HSA (không cần phải in Phiếu báo dự thi). Bản in Phiếu báo dự thi không được mang vào trong phòng thi (nếu bạn cần in Phiếu báo dự thi hãy mở email và đưa chuột máy tính đến góc phải màn hình máy tính có dấu ba chấm để thực hiện lệnh in). Thí sinh nên xem hướng dẫn thủ tục thi HSA tại https://hsa.edu.vn/lich-thi/thu-tuc-du-thi
45,HSA,Làm sao em có thể sử dụng bản đồ điện tử tìm đến điểm thi dễ dàng nhất?,"Bạn hãy đăng nhập tài khoản đăng ký dự thi, vào mục 2 - Danh sách đăng ký để biết chính xác thời gian, địa điểm, số báo danh đợt thi. Các địa điểm thi đều được công bố trên cổng https://hsa.edu.vn, mục TRA CỨU, Địa điểm thi. Tại mục Địa điểm thi, sử dụng ""Chỉ dẫn bản đồ điện tử"" trên thiết bị điện thoại thông minh sẽ tìm đến đúng địa điểm thi."
46,HSA,Em bị rơi hay mất CCCD trước ngày thi thì dùng giấy tờ gì để dự thi?,"Nếu bạn bị mất CCCD trước ngày thi, hãy liên hệ với công an xã/quận để xin cấp giấy xác nhận nhân thân để dự thi. Tại điểm thi, cán bộ coi thi sẽ chụp ảnh bạn để minh chứng và xác định đối tượng dự thi."
47,HSA,Em được mang những gì vào phòng thi?,Thủ tục dự thi và vật dụng được mang vào phòng thi tham khảo ở đây https://khaothi.vnu.edu.vn/lich-thi/thu-tuc-du-thi.
48,HSA,Em có được mang 2 máy tính đơn giản vào phòng thi được không?,KHÔNG. Bạn chỉ được mang 01 máy tính đơn giản vào phòng thi. Hướng dẫn vào phòng thi xem tại:https://hsa.edu.vn/lich-thi/thu-tuc-du-thi.
49,HSA,Em chưa dùng máy tính và không quen dùng máy tính có thi được bài thi HSA được không?,"ĐƯỢC! Thao tác thi trên máy tính rất đơn giản. Bạn chỉ cần biết dùng chuột máy tính là có thể làm tốt bài thi. Trường hợp bạn chưa bao giờ biết đến bàn phím và máy tính, hãy nhờ cán bộ coi thi hướng dẫn. Sau 2 phút hướng dẫn, bạn sẽ biết cách trả lời bằng chuột và bàn phím trước khi đăng nhập tài khoản máy thi. Viện Đào tạo số và Khảo thí khuyến nghị bạn nên làm thử bài thi tham khảo trực tuyến để quen với thao tác máy tính."
50,HSA,Em có được biết kết quả điểm bài thi sau khi nộp bài hay không?,"Sau khi thí sinh nộp bài (hoặc hết giờ làm bài), hệ thống thi sẽ chấm điểm và công bố kết quả điểm bài thi trên màn hình máy tính. Kết quả hiện thi trên màn hình máy tính gồm điểm Phần 1, 2, 3 và tổng điểm bài thi. Thí sinh nhớ điểm thi, kiểm tra lại CCCD và thông báo với giám thị để rời phòng thi. Đồng thời, điểm bài thi của thí sinh được in tại Hội đồng thi ngay sau khi thí sinh kết thúc ca thi để làm thủ tục cấp Phiếu báo điểm thi. Theo quy chế thi, kỳ thi Đánh giá năng lực KHÔNG PHÚC TRA, thí sinh kiểm tra kỹ điểm thi trước khi ra về. Các ý kiến thắc mắc sau khi ca thi kết thúc đều không được ghi nhận."
51,HSA,Em có được phúc khảo kết quả sau khi thi hay không?,"KHÔNG! Theo Điều 6, khoản 2 của Quy chế thi, bài thi Đánh giá năng lực sẽ không phúc khảo. Đến thời điểm hiện tại, bài thi HSA là bài thi duy nhất ở Việt Nam chấm điểm và công bố điểm thi ngay sau khi thí sinh kết thúc ca thi. Do đó, hệ thống chấm thi đã được kiểm duyệt chặt chẽ, đảm bảo tuyệt đối chính xác. Thí sinh cần đọc kỹ câu hỏi thi khi làm bài thi. Ngay sau khi nộp bài, điểm các phần, điểm tổng bài thi sẽ hiển thị trên màn hình máy tính. Hãy bình tĩnh ghi nhớ CHÍNH XÁC điểm số đạt được. Nếu có bất kỳ thắc mắc về câu hỏi, điểm bài thi, công tác tổ chức thi… phải báo cáo công khai với giám thị hoặc cán bộ giám sát/Hội đồng thi ngay tại phòng thi. Các ý kiến của thí sinh sau khi đã rời Phòng thi sẽ KHÔNG được xem xét giải quyết."
52,HSA,Sau khi thi bao nhiêu lâu thì nhận được kết quả?,"Ngay sau khi kết thúc làm bài, điểm bài thi của thí sinh sẽ hiện trên màn hình máy tính. Hãy kiểm tra kỹ điểm số trên màn hình trước khi rời máy tính. Mọi ý kiến thắc mắc về điểm thi phải thực hiện tại phòng thi. "
53,HSA,Khi nào em nhận được Phiếu báo điểm thi?,"
Thí sinh tham dự Kỳ thi Đánh giá năng lực (HSA) năm 2026 lưu ý:
🔹 Tra cứu điểm thi trực tuyến qua tài khoản HSA sau 02 tuần kể từ ngày thi.
🔹 Phiếu báo điểm thi bản giấy sẽ được gửi về địa chỉ đã đăng ký trong vòng 03 tuần sau khi kết thúc kỳ thi.

Phiếu báo điểm sẽ chuyển đến thí sinh qua thư bảo đảm. Hãy đảm bảo bạn đã khai đúng địa chỉ nhận thư (Phiếu báo điểm) và sẵn sàng nhận cuộc điện thoại từ người phát thư. Địa chỉ nhận thư không nhất thiết phải là địa chỉ ở CCCD.

Tuy nhiên, Viện Đào tạo số và Khảo thí không chịu trách nhiệm nếu thí sinh khai báo địa chỉ nhận thư không chính xác hoặc thay đổi địa chỉ nhận thư sau khi đã đóng dữ liệu đợt thi để làm số báo danh. Thí sinh lưu ý nghe điện thoại của bưu điện sau 3 -5 ngày thi để nhận cuộc gọi từ bưu điện phát thư.

(1) Thí sinh tra cứu điểm thi HSA trên tài khoản thi, tra cứu mã bưu điện để biết Phiếu báo điểm đang ở đâu. Hướng dẫn tra cứu bưu phẩm tại đây: https://khaothi.vnu.edu.vn/tra-cuu/tra-cuu-diem-thi (2) Trường hợp Phiếu điểm không có người nhận được bưu điện hoàn trả đơn vị tổ chức thi hoặc bưu điện xác nhận thất lạc phiếu báo điểm, thí sinh (hoặc người thân có ảnh CCCD của thí sinh), hãy liên hệ với hotline của bưu điện để nhận sự hỗ trợ: 02437680392 hoặc cô Yến (nhắn tin qua Zalo kèm theo mã bưu điện): 0949 906 655. Trường hợp Phiếu điểm bị hoàn trả lại Viện Đào tạo số và Khảo thí sau 8 tuần phát hành, thí sinh mang CCCD đến nhận vào lúc: 14h00 -16h15 thứ Tư hàng tuần tại phòng 523, Tầng 5 Nhà HT2, Khu đô thị ĐHQGHN tại Hòa Lạc, Thạch Thất, Hà Nội. Một số trường đại học tạm thời chấp nhận hình ảnh minh chứng kết quả điểm thi chụp từ tài khoản thi HSA để xét tuyển đại học cho các đợt thi chưa cấp Phiếu báo điểm."
54,HSA,Em có thể đến Viện Đào tạo số và Khảo thí để nhận Phiếu báo điểm sau ngày thi được không?,"Quy trình tổ chức thi, lập phòng thi, số báo danh, in phiếu điểm theo quy trình chặt chẽ, bảo mật và hoàn thiện cho tất cả các thí sinh của đợt thi chứ không tách riêng cho một cá nhân nào đó. Do đó, việc bạn hay người nhà đến nhận Phiếu báo điểm sau đợt thi là không thể (trừ khi Viện Đào tạo số và Khảo thí có thông báo phát Phiếu báo điểm). Quy trình in Phiếu báo điểm, rà soát, đóng gói theo trật tự chính xác để bưu điện sớm chuyển đến cho thí sinh ngay sau khi hoàn thành. Việc rút phiếu báo điểm của 1 bạn sẽ làm sai lệch trật tự phát phiếu báo điểm. Ngay sau khi thực hiện quy trình in Phiếu báo điểm và đóng dấu, Phiếu báo điểm sẽ được chuyển ngay cho bưu điện. Bạn hãy đợi bưu điện chuyển thư đến tận địa chỉ bạn cung cấp và lưu ý nghe điện thoại của bưu điện sau 3 -5 ngày thi để nhận cuộc gọi từ bưu điện phát thư.Viện Đào tạo số và Khảo thí không chịu trách nhiệm nếu thí sinh khai báo địa chỉ nhận thư không chính xác hoặc thay đổi địa chỉ nhận thư sau khi đã đóng dữ liệu đợt thi để làm số báo danh. Một số trường đại học chấp nhận hình ảnh minh chứng kết quả điểm thi chụp từ tài khoản thi HSA để xét tuyển đại học cho các đợt thi chưa cấp Phiếu báo điểm."
55,HSA,"Thông tin cá nhân trên Phiếu báo điểm của em không chính xác?

","Khi đăng ký hồ sơ dự thi HSA, thí sinh được cảnh bảo 03 lần về thông tin cá nhân phải tuyệt đối chính xác trước khi chọn ca thi, trước khi nộp lệ phí nhưng bạn vẫn bỏ qua. Thí sinh cũng bỏ qua thông tin trên Phiếu báo dự thi, không kiểm tra lại các thông tin khi đến dự thi dẫn đến Phiếu báo điểm bị sai thông tin. Trường hợp này, bạn phải công chứng căn cước công dân, viết đơn xin đề nghị hiệu đính thông tin trên Phiếu báo điểm và trực tiếp nộp tại phòng 523, Tòa nhà HT2, Khu đô thị ĐHQGHN tại Hòa Lạc, Thạch Hòa, Thạch Thất, Hà Nội vào các buổi sáng thứ Tư hằng tuần. Hội đồng thi sẽ xem xét hồ sơ và cấp giấy hiệu đính thông tin trên Phiếu báo điểm sau 1-2 tuần nhận đơn."
56,HSA,Em đã nhận được Phiếu báo điểm và muốn xin cấp thêm nhiều bản Phiếu báo điểm để nộp hồ sơ vào nhiều trường đại học được không?,"Từ năm 2022, Hội đồng thi Đánh giá năng lực (HSA) chỉ cấp 01 bản gốc duy nhất Phiếu báo điểm để giảm tỷ lệ ảo trong tuyển sinh. Phiếu báo điểm đã phát hành sẽ không cấp lại nếu thí sinh làm mất hoặc hư hỏng. Thí sinh có thể công chứng Phiếu báo điểm để xét tuyển. Sau khi trúng tuyển, các trường đại học sẽ xác minh điểm thi của bạn với Viện Đào tạo số và Khảo thí."
57,HSA,Phiếu báo điểm của em bị mất (hỏng) hoặc do bưu điện làm thất lạc em có được cấp lại Phiếu báo điểm hay không?,"Hiện tại, Giấy chứng nhận kết quả điểm bài thi HSA chỉ cấp duy nhất 01 bản. Thí sinh hãy bảo quản cẩn thận Phiếu báo điểm đợt thi. Trường hợp bưu điện làm thất lạc Phiếu báo điểm, thí sinh yêu cầu bưu điện xác nhận Phiếu báo điểm bị thất lạc, Viện Đào tạo số và Khảo thí sẽ cấp lại 01 bản sao Phiếu báo điểm. Trường hợp thí sinh làm hỏng (hoặc mất) Phiếu báo điểm, bạn phải photo công chứng CCCD, mang Phiếu báo điểm bị hỏng, viết đơn đề nghị cấp giấy xác nhận kết quả thi tại Phòng 523, Tầng 5, Nhà HT2, Khu đô thị ĐHQGHN tại Hòa Lạc vào các buổi chiều thứ Tư hằng tuần. Đơn của bạn sẽ được xem xét giải quyết sau 1-2 tuần kể từ ngày nhận đơn để được cấp Giấy xác nhận đã tham dự kỳ thi đánh giá năng lực (khác với Mẫu giấy chứng nhận kết quả thi)."
58,HSA,Em muốn hỏi về cách xét tuyển đại học bằng kết quả bài thi Đánh giá năng lực (HSA)?,"Bài thi Đánh giá năng lực (HSA) là bài thi độc lập, tách biệt hoàn toàn với quy trình xét tuyển đại học. Viện Đào tạo số và Khảo thí là đơn vị đầu mối tổ chức thi Đánh giá năng lực không có chức năng nhiệm vụ xét tuyển đại học/cao đẳng (Viện sẽ hỗ trợ các trường đại học xác minh kết quả trúng tuyển đại học bằng điểm thi HSA). Thí sinh sử dụng kết quả điểm thi HSA để xét tuyển đại học/cao đẳng phải tìm hiểu hồ sơ xét tuyển bằng kết quả HSA, chỉ tiêu xét tuyển, điểm sàn, điểm ưu tiên (nếu có), thời gian tiếp nhận hồ sơ xét tuyển tại Đề án tuyển sinh của các trường đại học (tại website của các cơ sở giáo dục)."
59,HSA,Em dự thi HSA hai lần nhưng lần thứ nhất có kết quả cao hơn lần thứ hai thì có được dùng kết quả lần thứ nhất để xét tuyển đại học hay không?,"ĐƯỢC. Viện Đào tạo số và Khảo thí là đơn vị tổ chức thi và cấp Giấy chứng nhận kết quả HSA. Mỗi đợt thi sẽ được cấp miễn phí 01 Phiếu chứng nhận điểm thi. Viện cam kết bảo mật dữ liệu cá nhân của thí sinh (họ tên, số CCCD, điểm thi HSA...) theo Điều 3 - Thỏa thuận sử dụng. Việc thí sinh dùng Phiếu điểm nào để nộp vào trường đại học nào do thí sinh quyết định."
60,HSA,Em cần bao nhiêu điểm thi HSA để đỗ vào trường đại học yêu thích?,"Điểm trúng tuyển đại học hằng năm phụ thuộc vào chỉ tiêu và số lượng hồ sơ nộp vào từng trường. Không ai có thể xác định được điểm đỗ (điểm chuẩn) trước khi kết thúc nhận hồ sơ đại học. Tuy nhiên, số liệu thống kê kết quả trúng tuyển đại học bằng điểm thi HSA hằng năm chỉ đạt 5-10%, nhiều trường đại học không nhận đủ chỉ tiêu trúng tuyển bằng bài thi HSA. Do đó, nếu điểm thi HSA của em trên điểm sàn nhận hồ sơ vào trường đại học nào đó, em hãy mạnh dạn nộp hồ sơ xét tuyển và cơ hội trúng tuyển bằng kết quả thi HSA là rất cao. Em có thể biết kết quả trúng tuyển sớm trước kỳ thi tốt nghiệp hoặc trước khi xét tuyển đại học bằng các phương thức khác. Chúc em may mắn và thành công."
61,HSA,Em hỏi là có chia tổ hợp môn khoa học để xét vào các ngành không (ví dụ ba môn Hóa Sử Địa có xét được vào các ngành Kinh tế không)?,"Hoạt động tổ chức thi HSA tách biệt hoàn toàn với xét tuyển đại học. Các trường đại học/ngành đào tạo xét tuyển những môn thi nào, chủ đề nào là tự chủ tuyển sinh của các trường và không liên quan đến đơn vị tổ chức thi HSA. Viện Đào tạo số và Khảo thí khuyến nghị các trường sử dụng kết quả bài thi HSA đúng mục đích thiết kế của bài thi và yêu cầu về chuyên môn đào tạo của các ngành để đảm bảo chất lượng tuyển sinh đầu vào và thí sinh học thể học tập đạt kết quả cao chương trình đại học."
62,HSA,"Cho em hỏi các khối ngành công nghệ, khoa học sức khỏe, kinh tế,... có dùng phần thi tiếng Anh để xét tuyển không?","Kỳ thi HSA là không bắt buộc đối với học sinh. Với đơn vị tổ chức thi, chúng tôi thiết kết phần thi tiếng Anh phục vụ các ngành đào tạo ngoại ngữ, ngôn ngữ và văn hóa nước ngoài. Tuy nhiên, hoạt động tổ chức thi hoàn toàn tách biệt và không liên quan đến xét tuyển đại học. Các trường đại học/ngành đào tạo xét tuyển môn thi nào, chủ đề nào là yêu cầu chuyên môn (chuẩn đầu vào) của các ngành và tự chủ tuyển sinh của trường. Viện Đào tạo số và Khảo thí khuyến nghị sử dụng kết quả bài thi HSA đúng mục đích thiết kế của bài thi và yêu cầu đầu vào của ngành đào tạo. Cần phải nhấn mạnh rằng bài thi HSA 2025 đo lường năng lực, khai thác sở trường, thế mạnh của thí sinh. Thí sinh học tập tốt các môn học theo đam mê, sở thích và định hướng các ngành nghề theo sở trường bản thân hơn là theo học các ngành đào tạo không yêu thích."
63,HSA,Em thi ở địa điểm thi tổ chức tại các tỉnh có được dùng kết quả thi để xét tuyển vào các trường đại học ở Hà Nội hay không?,"ĐƯỢC! Kỳ thi HSA là kỳ thi chuẩn hóa, có tính toàn diện, phân loại và ổn định giữa các đợt thi, giữa các năm. Thí sinh dự thi ở bất kỳ nơi nào do Hội đồng thi HSA của ĐHQGHN tổ chức đều có giá trị như nhau. Việc bạn cần làm là tìm hiểu trường đại học có dùng kết quả bài thi HSA để xét tuyển hay không? Kết quả điểm thi HSA không giới hạn thời gian sử dụng nhưng Viện Đào tạo số và Khảo thí khuyến nghị các trường đại học sử dụng kết quả thi HSA trong 24 tháng kể từ ngày thi."
64,HSA,Em tra cứu trang http://thisinh.thitotnghiepthpt.edu.vn/ có mục tra cứu điểm thi đánh giá năng lực của Đại học Quốc gia Hà Nội nhưng không biết mã đơn vị tổ chức là gì?,"Đơn vị tổ chức thi sẽ cập nhật dữ liệu kỳ thi HSA lên cổng dữ liệu chung của Bộ GD & ĐT để thí sinh đăng ký xét tuyển. Mã đơn vị tổ chức thi (ĐV TCT) bài thi Đánh giá năng lực (HSA): IDT, tên đơn vị tổ chức thi là Viện Đào tạo số và Khảo thí, mã bài thi: Q01- Q21. Những thí sinh khai báo thông tin cá nhân không chính xác gồm: họ tên (tiếng Việt đầy đủ, có dấu theo đúng trật tự, ví dụ: Nguyễn Hóa Học sẽ khác với Nguyễn Hoá Học), số CCCD (12 số), ngày sinh, giới tính...tại https://hsa.edu.vn/ hoặc tại https://thisinh.thitotnghiepthpt.edu.vn sẽ không thể đồng bộ để tra cứu trên hệ thống dữ liệu chung https://thisinh.thitotnghiepthpt.edu.vn. Thí sinh tự do dự thi HSA nhưng không tham dự kỳ thi tốt nghiệp hằng năm cũng sẽ không thể đồng bộ điểm thi HSA lên hệ thống https://thisinh.thitotnghiepthpt.edu.vn. Để xét tuyển đại học bằng điểm thi HSA, thí sinh phải đọc đề án tuyển sinh của các trường đại học và thực hiện đúng. Viện Đào tạo số và Khảo thí không chịu trách nhiệm với kết quả xét tuyển của thí sinh."
65,HSA,Thí sinh dự thi HSA có có hội nhận được các học bổng nào?,"Thí sinh có điểm thi HSA cao và dùng để xét tuyển đại học có cơ hội nhận được học bổng do các tổ chức, cá nhân, cơ sở giáo dục trao tặng. Thông tin các học bổng thông qua Viện Đào tạo số và Khảo thí tham khảo tại đây: https://hsa.edu.vn/dien-dan/hoc-bong.

"
66,TSA,Thí sinh được dự thi TSA 2025 bao nhiêu lần?,"Trong năm 2025, thí sinh được đăng ký dự thi TSA tối đa cả 3 đợt (Đảm bảo đúng quy định thời gian giữa hai lượt thi liên tiếp cách nhau tối thiểu 28 ngày)

Các bạn học sinh lớp 12 lưu ý trùng lịch thi học kỳ, lịch kiểm tra chất lượng cuối kỳ của các trường THPT và Sở Giáo dục & Đào tạo."
67,TSA,Mỗi đợt thi có bao nhiêu kíp thi?,"Theo thông tin từ ĐH Bách khoa Hà Nội, kỳ thi TSA năm 2025 sẽ tăng số kíp thi ở mỗi đợt thi. Trung bình mỗi đợt thi sẽ có tối đa 4 kíp thi và đáp ứng cho khoảng 20,000  – 25,000 thí sinh tham dự"
68,TSA,Học sinh có được lựa chọn kíp thi trong các đợt thi không?,Không. Hệ thống sẽ phân bổ kíp thi ngẫu nhiên để đảm bảo công bằng cho các thí sinh
69,TSA,Lệ phí thi TSA?,"Lệ phí đăng ký dự thi Kỳ thi Đánh giá Tư duy (ĐGTD) năm 2025 của Đại học Bách Khoa Hà Nội vẫn chưa được công bố chính thức, nhưng dựa trên thông tin từ năm 2024, lệ phí là 450.000 VND/đợt thi. Thí sinh có thể đăng ký và thanh toán lệ phí trực tuyến qua hệ thống của trường."
70,TSA,Em nên sử dụng trình duyệt nào để đăng ký dự thi TSA?,"Thí sinh sử dụng trình duyệt Chrome của google để thực hiện các bước đăng ký (không sử dụng các trình duyệt như Cốc cốc, Firefox, Microsoft Edge…)"
71,TSA,Em đã lập tài khoản TSA năm trước (và đã dự thi hoặc chưa) thì có phải lập tài khoản mới hay không để dự thi năm nay?,"Nếu thí sinh đã đăng ký tài khoản dự thi từ những năm cũ, hãy sử dụng tài khoản cũ (Vì trên hệ thống xác nhận chỉ tồn tại duy nhất 1 số Căn cước công dân của 1 thí sinh). 

Trong trường hợp thí sinh sử dụng số CCCD của phụ huynh sẽ cần tạo lại bằng CCCD của chính mình. Tại thủ tục checkin vào phòng thi, số CCCD thí sinh mang theo cần khớp đúng thông tin với CCCD đã khai báo trên hệ thống. "
72,TSA,Em kê khai sai thông tin cá nhân mà muốn sửa thông tin thì làm thế nào?,"Thông tin đã kê khai có thể cập nhật và sửa lại được (Trừ địa chỉ email). Trường hợp thí sinh đã từng tạo hồ sơ trong các lần thi thử trước thì hệ thống sẽ tự động cập nhật dữ liệu.

Thí sinh sửa thông tin cá nhân đã kê khai hoặc đổi mật khẩu bằng cách truy cập vào mục “Tài khoản”, và chọn chỉnh sửa Hồ sơ dự thi đã kê khai. Thí sinh có thể cập nhật thông tin nhiều lần, hệ thống căn cứ vào lần sửa cuối cùng là thông tin cá nhân chính thức của thí sinh."
